text,Golden,RL_Types,golden_parsed,predicted_parsed,error_type
评论区的别这样对待黄陂啊，黄陂虽说远，但他现在也好歹是属于武汉的，也就相当于都是一个妈生的，各有各的优势，别瞧不起啊，毕竟地铁七号线以后也是要延长到黄陂的嘛，这样也方便多了，不过我在外面说我是黄陂人，也没见有人瞧不起或者诧异什么的啊,12,认同逻辑2,"{1, 2}",{2},missed
我新洲的，基本不认为自己是武汉人，感觉武汉人也不太看得起我们，我平时都是说行政区划上算武汉人,1,"认同逻辑2, 认同逻辑6",{1},"{2, 6}",missed
武汉已经越来越大了，现在黄陂新洲都划进来了,2,,{2},set(),missed
gdp 再高，跟汉南人有关系？,-,"认同逻辑1, 认同逻辑3, 认同逻辑4, 认同逻辑6",set(),"{1, 3, 4, 6}",spurious
是老市民的心理落差……祖祖辈辈都是大城市武汉人， 混了几辈人还没到大城市上层，眼看这些祖辈都在乡下耕田的外地人来大武汉跟自己平起平坐，甚至混得比自己还好，失落……唯有排外能强挽一下老市民的尊严,3,"认同逻辑3, 认同逻辑6",{3},"{3, 6}",spurious
经开合并进去了，我前几年就是住的经开，档案上填的就是这个，后来变成汉南了，搞得我很懵啊,-,认同逻辑2,set(),{2},spurious
我土生土长的武汉人，说实话20年前我觉得汉口是武汉最富裕的地方，现在光谷发展的太快了太好了，很多住市区的人跑这边来上班，武汉未来还是看光谷。,3,"认同逻辑3, 认同逻辑1, 认同逻辑5",{3},"{1, 3, 5}",spurious
黄陂比新洲强多了，机场也在黄陂，人家物流商品市场，文旅游做得火爆。还有两条地铁线路。把阳逻剁有了，新洲只剩下在哪遥远偏僻的小山村啦,-,"认同逻辑5, 认同逻辑1",set(),"{1, 5}",spurious
经济特区一开始只有湖里的一小部分好像，当时厦门岛还分4个区，经济特区扩大到全岛，后来建设海湾型城市，把集美，海沧，同安，翔安，并到厦门市，就把岛内的鼓浪屿区和开元区合并到思明区了。所以并不是有些人说的什么“集美同安为什么就不是厦门”“你们是在优越什么”，而是人家集美就有自己的名字，那么多年人家就是集美人，灌口人，这样的由来。海湾型城市之后就是岛内外6个区了。,1,"认同逻辑2, 认同逻辑1",{1},"{1, 2}",spurious
其实没必要比，厦门本地人只要在厦门有房子很多都想要读完书回厦门工作的，厦门工资总体不高是因为底层人太多了，实际上厦门的国企包括公务员的工资平均都要比福州高很多。去其他地方读书包括香港也呆过几年，包括去世界各地旅游，真心觉得一个集中环境教育交通医疗都在线的城市厦门算是其中一个非常非常好的，尤其是环境，基本上很少看到都市圈环境能做到这样的，人其实也不算多，全国中等吧,567,"认同逻辑5, 认同逻辑6","{5, 6, 7}","{5, 6}",missed
东盟商务区那边大多是新南宁人吧，我和我小学初中同学们在青秀区土生土长从小到大没觉得有啥区别。反而是高中后有部分乡镇来这边买房定居或读书的同学优越感爆棚，不懂他们在牛什么,13,"认同逻辑1, 认同逻辑3, 认同逻辑6","{1, 3}","{1, 3, 6}",spurious
青秀区以前不就是大农村吗小时候在埌西，西乡塘的同学都觉得我家穷，后面一几年到东盟商务区买房，也是几千块一平而已,1,认同逻辑6,{1},{6},missed
所以说啊，青秀区土著能有啥优越感啊，我小时候在医科大那边，去玩逛街都得往朝阳西乡塘跑,-,"认同逻辑1, 认同逻辑5",set(),"{1, 5}",spurious
别说青秀区，江南区某穷小区都有优越感，就亭洪供电局下来一点，某桥底下，我以前的小学伙伴爷爷奶奶家住那边，我周末会去找她玩，然后那边一楼是个瓦房停车场，应该是那对老头老阿奶的，然后某一次我去找她在楼下等她，那老阿奶就很莫名其妙的来一句，我们家是南宁本地人哦，是本地人来的我当时？搞笑死了哈哈哈哈哈哈哈对不起我山旮旯建政路那一代的，小时候只觉得听得不对劲，长大了真是觉得井底之蛙优越感，不看看那个小区有多烂,-,认同逻辑1,set(),{1},spurious
本南宁人小时候都是喜欢跟朋友约朝阳玩啊，只是后来长大了，能选择的地方也多了，朝阳又越来越难停车（小车和电车都难），所以才去的少了,5,认同逻辑1,{5},{1},missed
哈哈哈我西乡塘农村的，我小时候去朝阳广场我也怕，特别是过天桥和地下通道的时候，就是有很多乞丐在那里然后会害怕,-,认同逻辑1,set(),{1},spurious
本广西人现在是“地铁老人脸”。这都还没富起来呢，就开始拿起贵族姿态了我们偏远农村的广西人看来只能下广东或者出国了。不配奢望首府,-,"认同逻辑6, 认同逻辑1",set(),"{1, 6}",spurious
土著对老城区的执念是比较深的毕竟是从小到大生活学习的地方。虽然我五象这套房就在南宁大桥头，一过桥就可以回到青秀，但还是不习惯通勤习惯了5分钟就到，这里要提前20分钟起床，好难啊哈哈哈,15,"认同逻辑3, 认同逻辑5","{1, 5}","{3, 5}",missed
青秀区我有两套了，这边这套是我们的单位集资房，我们有股份，可以得分红，而且是按照职称高低才能买房子的大小，所以我爸说买咯。,67,认同逻辑6,"{6, 7}",{6},missed
住惯单位宿舍的不习惯住商业小区。每次想吃什么都要回老城区，特别是吃宵夜，动不动开车大半个小时，心鸭。这两天又把我崽拎回娘家蹭住，为了今晚能去琅东村觅食,-,"认同逻辑1, 认同逻辑4",set(),"{1, 4}",spurious
医科大自己在五象蟠龙这边都起有集资房，去要被服厂干嘛没听说过哦。当时说武鸣校区都附近准备起集资房，我老豆老母都冲咋咋报，结果木戳有地铁过去，不要了,-,认同逻辑5,set(),{5},spurious
也许我个人比较喜欢清静吧，从青秀区过来五象第6️⃣个年头了。还是很喜欢这里的环境，马路很宽不会堵车，空气也很好傍晚饭后可以在江边散步，宜家，万象汇，总部基地那块吃的，购物也很方便，山姆也就20分钟就到了，回市区感觉哪哪都堵,-,认同逻辑5,set(),{5},spurious
大院长大，搬出大院，买到新的房，许多南宁人的轨迹也差不多是这样，再回到大院住也没曾经的的感觉，不符合现在的邻里关系了。老城区固然好，过去的终将也是过去了,6,"认同逻辑6, 认同逻辑1",{6},"{1, 6}",spurious
不会吧渝中区的拆迁户跑李家沱去干撒子，,-,认同逻辑1,set(),{1},spurious
爸爸是510203我是500104 土生土长ddk,3,"认同逻辑3, 认同逻辑2",{3},"{2, 3}",spurious
小时候在南坪，现在在坡区，而且我爸妈又在考虑搬回南坪,-,认同逻辑1,set(),{1},spurious
我不是原住民我外婆80多了早些年住较场口，我妈小时候也住较场口，我爸住摊子口，因为工作都移居四川，以至于我在重庆工作，买房时他们只觉得解放碑附近才是城区，我爸觉得大坪也算城区。我带他们看照母山房子，刚过了金山大道他们说这是什么荒郊野岭，结果现在照母山是宇宙中心。现在我住七星岗，工作在照母山附近，md,1,"认同逻辑1, 认同逻辑3",{1},"{1, 3}",spurious
107，小时候住两路口，八岁搬回坡区，就一直在杨家坪前后打转转了。,-,认同逻辑1,set(),{1},spurious
整个重庆主城区都主要是本地人，重庆不像那些真一线城市那么多移民，最近几年才开始多起来外地口音移居过来的。,-,"认同逻辑4, 认同逻辑1",set(),"{1, 4}",spurious
你那是老辈子的了！或者是直辖前更新的那批！我解放碑五一路土生土长的都是500103 这个没什么要争论的！都是,3,"认同逻辑3, 认同逻辑1",{3},"{1, 3}",spurious
看了一圈，就没有大渡口的土著吗？我妈小时候是城头的，大溪沟，枣子岚垭，我爸是和平路的，但都是在我出生之前，我是510203，我们那里我出生的时候还属于九龙坡，后来就变成了大渡口,3,"认同逻辑3, 认同逻辑2",{3},"{2, 3}",spurious
500103，出生幼儿园小学住渝中，初中南岸，高中沙区（因读书租房），大学江北，现在两江新区，我觉得两江新区最适宜居住，公园多。,-,认同逻辑5,set(),{5},spurious
不是，土著是🈯只有解放碑为商业中心的那个时代就住在两江三岸的人,3,"认同逻辑1, 认同逻辑3",{3},"{1, 3}",spurious
我爸因为50年前因为工作原因从渝中区换到九龙坡区 因为有套房所以户口也就转到在九龙坡了 ，那时候没得房价更值钱的概念 上班要坐绿皮火车太折腾了…… 早知道就死守渝中区哟,1,"认同逻辑1, 认同逻辑2",{1},"{1, 2}",spurious
市中心土生土长的很少 因为以前就没多少人 看以前的老照片就知道 又没高楼 外来的比较多,3,"认同逻辑1, 认同逻辑3",{3},"{1, 3}",spurious
同意！下楼就是地铁安逸惨,-,认同逻辑5,set(),{5},spurious
"其实主要还是配套的原因
 1：从小长大的地方，内心上不认可其他地方，觉得那是乡下，北到伍家岭，南到南二环。
 2:最近快速发展的十来年里，人口增长了300万，其实三甲医疗并没有增加啥，交通拥挤，远距离的就医带来不便
 3:新城区房子确实很多，都是高层和超高层为主，人口密度就高，堵车就成为家常，比如月亮岛和梅溪湖等主干道区域，而老长沙反而没有那么堵，因为有很多6层楼的单位房，密度低些，就业也在附近
 4:新城区外表看起来都是高楼大厦，却缺少了老长沙特有文化的烟火气，除了就业情况和湖南省内地级市不同和其他城市没啥区别
 5:真正要长期在一个城市待下去，从心里认可这个城市就必须移植到大脑的文化里，这样无论去哪里感觉还是老长沙比较好，完善便捷的配套是重中之重",15,"认同逻辑1, 认同逻辑4","{1, 5}","{1, 4}",missed
所以我喜欢北辰，老城区往新区的过渡，街道界面没老城区那么破旧，离市中心又只需要十几分钟，配套啥都有，住起来太舒服哒,-,认同逻辑5,set(),{5},spurious
小时候住南门口大一点住八角亭，正宗老城区长大的，老城区就是邻居都会比较熟络，现在回以前住的房子去看，那些邻居都会很热情的喊你，问一问家里人的情况。现在住梅溪湖，其实朋友聚会逛街还是喜欢去“城里”，居住的话也很喜欢梅溪湖，小区比较有活力，小孩上学方便，晚上湖边散步也很方便。,1356,"认同逻辑6, 认同逻辑1","{1, 3, 5, 6}","{1, 6}",missed
么子叫老城区咯，侯家塘算不？算的话，你去看看天剑路那里，那未必住起蛮舒服？还一句言老城区不堵车，不晓得哪里来的优越感,5,认同逻辑1,{5},{1},missed
嘴巴放干净点，啥都不懂。湘江新区是功能区而非行政区，岳麓区委、区政府与湘江新区党工委、管委会实行区政合一的运行方式。,-,认同逻辑2,set(),{2},spurious
你看看现在有没有岳麓区人民法院，岳麓区zf，地图上是显示岳麓区还是湘江新区，湘江新区只是经济发展上的特殊区划，又不是行政区划,-,认同逻辑2,set(),{2},spurious
确实，湘江新区只是个功能区，行政区还是叫岳麓区，湘江新区相当于岳麓再加望城区的一些地方,-,认同逻辑2,set(),{2},spurious
范围大点只有天心区算城区，其他都是乡里别比如雨花区，我就住这，以前全是菜地，我老公土生土长的坡子街人，他说老城区只有坡子街那一块小破地，什么开福区雨花区都没人住的荒郊野地，更别说河西的岳麓区啊跳马啊望城了，那更加不算,13,认同逻辑1,"{1, 3}",{1},missed
