text,Golden,RL_Types,golden_parsed,predicted_parsed,error_type
只有广州农村人才算广州人吗我们公司主管是土生土长的广州人，但是一直住在靠近市区，家里也没有分红,3,认同逻辑6,{3},{6},missed
你心里认为广州是你老家那你就算本地人，文化上认同，当别人问你老家哪里的，你首先想到广州，那你就是本地人。爷爷哪里人，每年还回爷爷老家，在家里说爷爷老家的家乡话，那还不算本地人，本地人是打心底里认同本地文化饮食的，而且不会有自己是哪里人的疑惑，你还有疑惑，可能还不属于本地人,4,"认同逻辑3, 认同逻辑4",{4},"{3, 4}",spurious
判断是否广州本地人，就一个标准，有分红有祠堂有地,36,"Social Embeddedness, Social Embeddedness, Social Embeddedness","{3, 6}",set(),missed
有没有租收？年底有没有分红？,6,[认同逻辑6],{6},set(),missed
有分红就算吧,6,[认同逻辑6],{6},set(),missed
咁你识5识讲广州话啊？ 识讲，又无口音咪喺广州人啰,4,Linguistic-Cultural Recognition,{4},set(),missed
我系广州话忠实拥趸，我觉得吾论你住哪里，白云越秀荔湾........土著有分红还是所谓既新广州人，只有识讲广州话既才能算系广州人，如果连广州话都吾识讲，仲点好意思话自己系广州人？应该讲自己系中国人,4,"认同逻辑1, 认同逻辑4",{4},"{1, 4}",spurious
我老公是佛山本地人，有分红，有族谱，祠堂几百年历史，已经是文物，但我儿子户口跟我，在我那边出生，那算是佛山人吗我同学老公也是佛山人，也是有分红，女儿户口在佛山，但全家回去我们那边生活，孩子算佛山人吗？,36,"认同逻辑3, 认同逻辑6, 认同逻辑2","{3, 6}","{2, 3, 6}",spurious
从小土生土长，会说流利白话就算是，别人也分辨不出来的，我的就是很浓的白云某村口音白话,34,"Family Rootedness, Linguistic-Cultural Recognition","{3, 4}",set(),missed
不算，我也是爷爷那一辈来广州定居，父亲和自己都是土生土长的，但是祖宗坟茔和宗祠都在老家。年年都要预留时间回老家扫墓。然后因为是在大院长大，跟本地人的圈子也融不进去，即使自己讲着一口广州话但是就是觉得差了这么一点可能真的只有祖辈生于广州的才会形成广州人认同。,3,"Family Rootedness, Linguistic-Cultural Recognition",{3},set(),missed
你说我是不是广州人？我爷东莞人，抗日时期跑到广州来定居，我妈是广州农村，然后我户口跟我妈，我妈户口一直在村里，所以我有村分红，但是在村里属于外姓人,36,"认同逻辑3, 认同逻辑2, 认同逻辑6","{3, 6}","{2, 3, 6}",spurious
无嘎城市户口系无分红嘎。而且广州旧中心城区（清朝时起的城墙位置内）几百年前就无村噶啦。,-,"认同逻辑3, 认同逻辑6, 认同逻辑1",set(),"{1, 3, 6}",spurious
我就前几日听一个认识几年噶网友讲话有噶 话距地有一段时间全部农转居，但是都仲有分红。唔记得距系越秀定荔湾了。我都奇怪，因为我地番禺是农户先有分红,-,认同逻辑6,set(),{6},spurious
我家旧唐楼系大东门附近，幼儿园时就收咗补楼而已。分红真系无。有族谱，但系基本里面嘎人都5系中国啦,3,[认同逻辑3],{3},set(),missed
我都系甘葛情况，我同我老豆都系老西关系广州人但系应该唔系土著,1,"[Family Rootedness, Vernacular Spatial Authority]",{1},set(),missed
我觉得主要是看你有没有融入当地的文化，那些说有没有村和祖屋我都觉得不一定。我家就是太公那代是从家乡迁到我们现居住城市的，我发现这边很多同一家乡的人都会自发集聚组成一条村，所以我们在这边也可以说有村子，有祠堂，也建有祖屋。我们过年过节都是按原来的家乡习俗，和本地人不一样，称呼本地人会说你们本地人，当地语言也会讲，但同村人交流还是用家乡话。所以我觉得我们没有完全融入当地文化，就不算本地人。,4,"认同逻辑3, 认同逻辑4",{4},"{3, 4}",spurious
籍贯广州，广州村民，清明去白云山上拜，几代祖先都在山上，而不是去公共墓园，家庭所有成员粤语完全不带口音,134,"Family Rootedness, Linguistic-Cultural Recognition, Vernacular Spatial Authority, Social Embeddedness","{1, 3, 4}",set(),missed
我妈妈是白云区某村有祠堂的，爸爸是潮汕归侨，我广州土生土长我觉得自己只是半个广州人,3,"认同逻辑3, 认同逻辑4",{3},"{3, 4}",spurious
虽然我家也好几代在这边，也是讲粤语，但是只说我是广州本地人，但不算广州土著，因为我是番禺的,1,"Vernacular Spatial Authority, Family Rootedness",{1},set(),missed
别纠结了基本不是，民国前广州城只有西门口到大东门。我家没有祠堂，清朝在西关做生意后来家族逃出去又回来。广州土著大部分都走国外，留下来万中无一，美加香港南洋比广州更多广州土著。,3,"认同逻辑1, 认同逻辑3",{3},"{1, 3}",spurious
世代居住在广州虽然各种原因移居但坚持保留广州语言文化饮食习惯传统精神内核的社群是不是比现在只讲普通话唔食白切鸡唔听粤语歌的本地人更广州？当然土不土著没啥优越的传统跟不上时代被抛弃也是必然。,4,"认同逻辑3, 认同逻辑4",{4},"{3, 4}",spurious
不算吧，我外公开始来广州工作我妈他们在广州长大的，在家也都是说粤语，基本只有清明才会回老家一两天，他们都不会说自己是广州人。,3,"认同逻辑3, 认同逻辑4",{3},"{3, 4}",spurious
广州本地人一般指老四区世居吧（老越秀、老荔湾、老东山、海珠）吧。因为好像我们这种，至少五代都在广州土生土长，有分红有地，最多都系叫广州客家人。,136,"认同逻辑3, 认同逻辑6","{1, 3, 6}","{3, 6}",missed
讲白话？,4,PARSE_ERROR_NO_MARKER,{4},set(),missed
有分红就算,6,[认同逻辑6],{6},set(),missed
不会说不算,4,[认同逻辑4],{4},set(),missed
看年龄，时代不一样，现在00后很多土生土长的广州人也不会粤语,3,认同逻辑4,{3},{4},missed
从小是从什么时候开始？如果80年代生，不会说广州话不太可能。如果00年生，也很正常,-,"认同逻辑3, 认同逻辑4",set(),"{3, 4}",spurious
广州出世叫本地人..但系广州某村出世加有分红或有地叫土著.这样比较容易解释,36,"认同逻辑2, 认同逻辑6","{3, 6}","{2, 6}",missed
那你有没分红或者土地阿？,6,[认同逻辑6],{6},set(),missed
有分红，屋企有栋有红本子的楼,6,[认同逻辑6],{6},set(),missed
有祠堂有分红,36,"Family Rootedness, Social Embeddedness","{3, 6}",set(),missed
个人觉得是祖辈都是在广州这边的，然后有祠堂的这种才算，你的这种顶多算新广州人新入户广州，我是广州本地，但是我增城这边的,3,"[认同逻辑3], [认同逻辑1]",{3},set(),missed
增城是后来并入广州的，甚至连大家口中广义上的广州人都不算贴主要是会说粤语我觉得他可能更适合说自己是广州本地人,4,"[认同逻辑2], [认同逻辑4]",{4},set(),missed
是本地人，不是土著，还有些人在那里卜佬卜佬，分红的时候可没见你卜佬,6,[Social Embeddedness],{6},set(),missed
住光谷的不敢讲话鄙视链底层,1,"认同逻辑1, 认同逻辑6",{1},"{1, 6}",spurious
我经常因为我的青普被当成外码,4,"认同逻辑1, 认同逻辑4",{4},"{1, 4}",spurious
武汉人心里就是这样的，尤其是住在汉口核心的，认为内环之外皆为村，如果武汉天地那边均房价不是武汉第一，从小住在六渡桥友谊路取水楼江汉路那块的人根深蒂固的想法也觉得黄浦路那边是市郊，因为在他们心里他们民众乐园那圈才是汉口核心，才是城区，市中心。,1,"认同逻辑1, 认同逻辑5",{1},"{1, 5}",spurious
老武汉的土著莫名优越感，小时候总被瞧不起，搞得自己也觉得乡里人低人一等样的，只要去市内说蔡甸话，就是一种高高在上的眼神和爱买不买别把东西碰脏了的鄙视感。长大后发现，越是穷的老土著越是优越感强。现在武汉市内对我也没多大吸引力了，然后每次去玩也是蔡甸话说到嗨，不在乎别人的眼神。大女儿不会说蔡甸话真是……我没教育好啊然后不在乎别人的看法后，发现在武汉市内的年轻人都挺友好的，也很客气。可能都在成长吧,14,"[认同逻辑3], [认同逻辑4]","{1, 4}",set(),missed
评论区的别这样对待黄陂啊，黄陂虽说远，但他现在也好歹是属于武汉的，也就相当于都是一个妈生的，各有各的优势，别瞧不起啊，毕竟地铁七号线以后也是要延长到黄陂的嘛，这样也方便多了，不过我在外面说我是黄陂人，也没见有人瞧不起或者诧异什么的啊,12,"认同逻辑2, 认同逻辑5","{1, 2}","{2, 5}",missed
我新洲的，基本不认为自己是武汉人，感觉武汉人也不太看得起我们，我平时都是说行政区划上算武汉人,1,[认同逻辑2],{1},set(),missed
武汉已经越来越大了，现在黄陂新洲都划进来了,2,"认同逻辑1, 认同逻辑2",{2},"{1, 2}",spurious
家里人是武钢的，记得小时候，一些武昌的亲戚一边羡慕我家人的“铁饭碗”一边嘲笑我是乡里伢。,17,"Vernacular Spatial Authority, Social Embeddedness","{1, 7}",set(),missed
  想到xyl说土生土长的水果湖人,3,[认同逻辑3],{3},set(),missed
是老市民的心理落差……祖祖辈辈都是大城市武汉人， 混了几辈人还没到大城市上层，眼看这些祖辈都在乡下耕田的外地人来大武汉跟自己平起平坐，甚至混得比自己还好，失落……唯有排外能强挽一下老市民的尊严,3,"认同逻辑3, 认同逻辑6",{3},"{3, 6}",spurious
我土生土长的武汉人，说实话20年前我觉得汉口是武汉最富裕的地方，现在光谷发展的太快了太好了，很多住市区的人跑这边来上班，武汉未来还是看光谷。,3,,{3},set(),missed
最早划分行政区的确是这样的。除了最早的中山路开元，其他的都叫做“郊区”，是行政意义上的郊区。,2,"认同逻辑1, 认同逻辑2",{2},"{1, 2}",spurious
海沧、集美、同安现在属于厦门地区。但历史上厦门属于它们，它们不属于厦门。历史上的厦门确实只指中山路一带的老市区，因为厦门城在那里。至于翔安…对厦门人来说翔安就是同安的一部分呀,1,"认同逻辑1, 认同逻辑2",{1},"{1, 2}",spurious
经济特区一开始只有湖里的一小部分好像，当时厦门岛还分4个区，经济特区扩大到全岛，后来建设海湾型城市，把集美，海沧，同安，翔安，并到厦门市，就把岛内的鼓浪屿区和开元区合并到思明区了。所以并不是有些人说的什么“集美同安为什么就不是厦门”“你们是在优越什么”，而是人家集美就有自己的名字，那么多年人家就是集美人，灌口人，这样的由来。海湾型城市之后就是岛内外6个区了。,1,"认同逻辑2, 认同逻辑3, 认同逻辑4",{1},"{2, 3, 4}",missed
我小时候 只有这个区域我们理解为厦门，其他我们称之为岛外。但随着现在资源拓宽厦门理解的更广了。,1,Vernacular Spatial Authority,{1},set(),missed
其实没必要比，厦门本地人只要在厦门有房子很多都想要读完书回厦门工作的，厦门工资总体不高是因为底层人太多了，实际上厦门的国企包括公务员的工资平均都要比福州高很多。去其他地方读书包括香港也呆过几年，包括去世界各地旅游，真心觉得一个集中环境教育交通医疗都在线的城市厦门算是其中一个非常非常好的，尤其是环境，基本上很少看到都市圈环境能做到这样的，人其实也不算多，全国中等吧,567,"认同逻辑5, 认同逻辑6","{5, 6, 7}","{5, 6}",missed
青秀区以前不就是大农村吗小时候在埌西，西乡塘的同学都觉得我家穷，后面一几年到东盟商务区买房，也是几千块一平而已,1,"认同逻辑1, 认同逻辑5, 认同逻辑6",{1},"{1, 5, 6}",spurious
所以说啊，青秀区土著能有啥优越感啊，我小时候在医科大那边，去玩逛街都得往朝阳西乡塘跑,-,"认同逻辑1, 认同逻辑5",set(),"{1, 5}",spurious
朝阳广场的人流大而且确实鱼龙混杂啊，但是正宗南宁人肯定不会说朝阳不好,1,"认同逻辑1, 认同逻辑4",{1},"{1, 4}",spurious
别搞青秀区全区，我寻思着小时候住星湖路的从来没说过别的地方破，毕竟我们自己的房子也挺破。,1,Family Rootedness,{1},set(),missed
别说青秀区，江南区某穷小区都有优越感，就亭洪供电局下来一点，某桥底下，我以前的小学伙伴爷爷奶奶家住那边，我周末会去找她玩，然后那边一楼是个瓦房停车场，应该是那对老头老阿奶的，然后某一次我去找她在楼下等她，那老阿奶就很莫名其妙的来一句，我们家是南宁本地人哦，是本地人来的我当时？搞笑死了哈哈哈哈哈哈哈对不起我山旮旯建政路那一代的，小时候只觉得听得不对劲，长大了真是觉得井底之蛙优越感，不看看那个小区有多烂,-,"认同逻辑1, 认同逻辑3",set(),"{1, 3}",spurious
本南宁人小时候都是喜欢跟朋友约朝阳玩啊，只是后来长大了，能选择的地方也多了，朝阳又越来越难停车（小车和电车都难），所以才去的少了,5,认同逻辑1,{5},{1},missed
早期南宁各类资本大佬聚会碰头也是在朝阳的 那时候南宁不大的 以朝阳为圆心 以前的老万国酒楼就是那些大老板谈生意地方喽,1,Vernacular Spatial Authority,{1},set(),missed
没事啦，反正法国人看东南亚人（对就是她口中的东盟商务区）都像在看自己的殖民地人群不知道在狂什么，真的好笑（哦我土生土长南宁人）,3,[认同逻辑3],{3},set(),missed
本广西人现在是“地铁老人脸”。这都还没富起来呢，就开始拿起贵族姿态了我们偏远农村的广西人看来只能下广东或者出国了。不配奢望首府,-,认同逻辑6,set(),{6},spurious
土著对老城区的执念是比较深的毕竟是从小到大生活学习的地方。虽然我五象这套房就在南宁大桥头，一过桥就可以回到青秀，但还是不习惯通勤习惯了5分钟就到，这里要提前20分钟起床，好难啊哈哈哈,15,"Family Rootedness, Vernacular Spatial Authority","{1, 5}",set(),missed
青秀区我有两套了，这边这套是我们的单位集资房，我们有股份，可以得分红，而且是按照职称高低才能买房子的大小，所以我爸说买咯。,67,认同逻辑6,"{6, 7}",{6},missed
住惯单位宿舍的不习惯住商业小区。每次想吃什么都要回老城区，特别是吃宵夜，动不动开车大半个小时，心鸭。这两天又把我崽拎回娘家蹭住，为了今晚能去琅东村觅食,-,"认同逻辑1, 认同逻辑5",set(),"{1, 5}",spurious
我闺蜜前年搬去了五象，每次在五象湖地铁站出口下车出来就感觉瞬间从城市到了荒郊野岭要走一大段路才有点生活气息，给我住我真不习惯,5,[认同逻辑5],{5},set(),missed
医科大自己在五象蟠龙这边都起有集资房，去要被服厂干嘛没听说过哦。当时说武鸣校区都附近准备起集资房，我老豆老母都冲咋咋报，结果木戳有地铁过去，不要了,-,认同逻辑5,set(),{5},spurious
大院长大，搬出大院，买到新的房，许多南宁人的轨迹也差不多是这样，再回到大院住也没曾经的的感觉，不符合现在的邻里关系了。老城区固然好，过去的终将也是过去了,6,"Social Embeddedness, Family Rootedness, Vernacular Spatial Authority",{6},set(),missed
不会吧渝中区的拆迁户跑李家沱去干撒子，,-,"认同逻辑6, 认同逻辑7",set(),"{6, 7}",spurious
爸爸是510203我是500104 土生土长ddk,3,[认同逻辑3],{3},set(),missed
小时候在南坪，现在在坡区，而且我爸妈又在考虑搬回南坪,-,认同逻辑3,set(),{3},spurious
500107，土生土长破区，现居两江新区。,3,[认同逻辑3],{3},set(),missed
是不是开始有成都口音了,4,[认同逻辑4],{4},set(),missed
那挨得近~都是土生土长的~,3,"认同逻辑1, 认同逻辑3",{3},"{1, 3}",spurious
你那是老辈子的了！或者是直辖前更新的那批！我解放碑五一路土生土长的都是500103 这个没什么要争论的！都是,3,"认同逻辑1, 认同逻辑2",{3},"{1, 2}",missed
看了一圈，就没有大渡口的土著吗？我妈小时候是城头的，大溪沟，枣子岚垭，我爸是和平路的，但都是在我出生之前，我是510203，我们那里我出生的时候还属于九龙坡，后来就变成了大渡口,3,"认同逻辑2, 认同逻辑3",{3},"{2, 3}",spurious
出生在大坪医院 然后一直住谢家湾这边 我妈想卖房子搬家 我不愿意离开,3,[认同逻辑3],{3},set(),missed
土生土长,3,[认同逻辑3],{3},set(),missed
不是，土著是🈯只有解放碑为商业中心的那个时代就住在两江三岸的人,3,"认同逻辑1, 认同逻辑3",{3},"{1, 3}",spurious
现在从下半城搬到了“镇头”（龙溪镇），但是十八梯的老房子我老汉还在那里住。他们土生土长在那里住惯了。,3,[认同逻辑3],{3},set(),missed
我爸因为50年前因为工作原因从渝中区换到九龙坡区 因为有套房所以户口也就转到在九龙坡了 ，那时候没得房价更值钱的概念 上班要坐绿皮火车太折腾了…… 早知道就死守渝中区哟,1,"认同逻辑3, 认同逻辑5",{1},"{3, 5}",missed
市中心土生土长的很少 因为以前就没多少人 看以前的老照片就知道 又没高楼 外来的比较多,3,"认同逻辑1, 认同逻辑3",{3},"{1, 3}",spurious
"其实主要还是配套的原因
 1：从小长大的地方，内心上不认可其他地方，觉得那是乡下，北到伍家岭，南到南二环。
 2:最近快速发展的十来年里，人口增长了300万，其实三甲医疗并没有增加啥，交通拥挤，远距离的就医带来不便
 3:新城区房子确实很多，都是高层和超高层为主，人口密度就高，堵车就成为家常，比如月亮岛和梅溪湖等主干道区域，而老长沙反而没有那么堵，因为有很多6层楼的单位房，密度低些，就业也在附近
 4:新城区外表看起来都是高楼大厦，却缺少了老长沙特有文化的烟火气，除了就业情况和湖南省内地级市不同和其他城市没啥区别
 5:真正要长期在一个城市待下去，从心里认可这个城市就必须移植到大脑的文化里，这样无论去哪里感觉还是老长沙比较好，完善便捷的配套是重中之重",15,"认同逻辑1, 认同逻辑4, 认同逻辑5","{1, 5}","{1, 4, 5}",spurious
我只是发表个人感受，我住了3年梅溪湖，然后我老公就吐槽了三年，然后在房价没跌的时候果断卖掉了,-,"认同逻辑5, 认同逻辑6",set(),"{5, 6}",spurious
小时候住南门口大一点住八角亭，正宗老城区长大的，老城区就是邻居都会比较熟络，现在回以前住的房子去看，那些邻居都会很热情的喊你，问一问家里人的情况。现在住梅溪湖，其实朋友聚会逛街还是喜欢去“城里”，居住的话也很喜欢梅溪湖，小区比较有活力，小孩上学方便，晚上湖边散步也很方便。,1356,"认同逻辑1, 认同逻辑3","{1, 3, 5, 6}","{1, 3}",missed
哈哈哈，二环的乡里别给你点赞,1,Vernacular Spatial Authority,{1},set(),missed
小时候在五一广场出生长大的，结婚之后住在梅溪湖，爸妈说我是到乡里去了说鸟不拉屎的地方,1,"认同逻辑1, 认同逻辑3",{1},"{1, 3}",spurious
么子叫老城区咯，侯家塘算不？算的话，你去看看天剑路那里，那未必住起蛮舒服？还一句言老城区不堵车，不晓得哪里来的优越感,5,"Vernacular Spatial Authority, Functional Livability",{5},set(),missed
哪有那么多原因，就是习惯了啊，家在亲戚朋友也在，上班也在。另外，南到南二环是不可能的，顶多到劳动路。,16,Vernacular Spatial Authority,"{1, 6}",set(),missed
嘴巴放干净点，啥都不懂。湘江新区是功能区而非行政区，岳麓区委、区政府与湘江新区党工委、管委会实行区政合一的运行方式。,-,"认同逻辑1, 认同逻辑2",set(),"{1, 2}",spurious
你看看现在有没有岳麓区人民法院，岳麓区zf，地图上是显示岳麓区还是湘江新区，湘江新区只是经济发展上的特殊区划，又不是行政区划,-,认同逻辑2,set(),{2},spurious
小时候住南门口，大一点住八角亭，然后去了捞刀河，接着又住到暮云，最后住到了梅溪湖，变成了xlb 哈哈哈哈哈哈,1,[认同逻辑1],{1},set(),missed
哈是乡里别，哪有城里人,1,"认同逻辑3, 认同逻辑4",{1},"{3, 4}",missed
我在五一广场 有个同事不知道我们经理就是那个月亮岛那里的，然后他就说乡里别 然后我们经理就说那里已经属于是开发区了，不属于是乡里了，然后我同事还没理解意思，一直在吐槽那里不好不好，结果我们经理就背后面针对他，懂得都懂,12,认同逻辑1,"{1, 2}",{1},missed
